33
0 9.01 280.816 238.866 2338.66 -0.157 -0.157 0 
2 7.75 72.5 55 -200 0 3.14 0 
1 1.09 -131.437 71.884 1068.84 0 0 0 
3 4.555 -5765.94 1080.58 -2686.98 0 0 0 
3 4.67875 -5735.92 1105.78 -2948.96 0 0 0 
3 4.555 -5733.93 1124.8 -3230.12 0 0 0 
4 5.545 2494.11 364.288 1548.78 0 0 0 
4 5.545 2850.26 428.629 1635.77 0 0 0 
4 5.545 3206.71 491.719 1810.49 0 0 0 
4 5.545 3607.07 579.845 1991.38 0 0 0 
4 5.545 3999.41 666.78 2218.99 0 0 0 
4 5.545 4378.44 756.585 2487.41 0 0 0 
4 5.545 4633.8 782.565 2191.85 0 0 0 
4 5.545 4311.64 704.917 1975.88 0 0 0 
4 5.545 3900.59 613.464 1783.45 0 0 0 
4 5.545 3497.07 530.89 1564.77 0 0 0 
4 5.545 3079.55 447.862 1369.53 0 0 0 
4 5.545 2737.94 379.341 1252.73 0 0 0 
5 5.545 2577.92 332.792 380.678 0 0 0 
6 1.70875 3148.03 429.606 211.336 0 0 0 
7 1.70875 4469.45 680.836 180.527 0 0 0 
8 1.70875 5448.47 879.695 376.878 0 0 0 
9 2.08 6388.03 1081.84 -254.329 0 0 0 
10 2.08 4502.59 943.091 3975.73 0 0 0 
11 7.15375 6134.43 1279.79 6701.06 0 0 0 
11 7.15375 6411.47 1268 6569.52 0 0 0 
11 7.15375 6503.04 1207.27 6718.57 0 0 0 
11 7.15375 6737.34 1373.61 5901.28 0 0 0 
11 7.15375 7000.61 1350.24 6032.73 0 0 0 
11 7.15375 7392.48 1332.75 6103.75 0 0 0 
11 7.15375 7255.92 1453.45 5538.65 0 0 0 
11 7.15375 6638.21 1402.9 5290.76 0 0 0 
12 10 6197.31 1341.21 5056.05 0 0 0 
