34
1 1.09 -131.437 450 1068.84 0 0 0 
3 4.555 -5765.94 530 -2686.98 0 0 0 
3 4.67875 -5735.92 530 -2948.96 0 0 0 
3 4.555 -5733.93 533.976 -3230.12 0 0 0 
4 5.545 2494.11 470.244 1548.78 0 0 0 
4 5.545 2850.26 471.423 1635.77 0 0 0 
4 5.545 3206.71 476.049 1810.49 0 0 0 
4 5.545 3607.07 484.138 1991.38 0 0 0 
4 5.545 3999.41 514.941 2218.99 0 0 0 
4 5.545 4378.44 556.585 2487.41 0 0 0 
4 5.545 4633.8 547.435 2191.85 0 0 0 
4 5.545 4311.64 522.588 1975.88 0 0 0 
4 5.545 3900.59 498.404 1783.45 0 0 0 
4 5.545 3497.07 484.707 1564.77 0 0 0 
4 5.545 3079.55 490 1369.53 0 0 0 
4 5.545 2737.94 480.273 1252.73 0 0 0 
5 5.545 2577.92 490 380.678 0 0 0 
6 1.70875 3148.03 510 211.336 0 0 0 
7 1.70875 4469.45 523.053 180.527 0 0 0 
8 1.70875 5448.47 530 376.878 0 0 0 
9 2.08 6388.03 539.567 -254.329 0 0 0 
10 2.08 4502.59 862.573 3975.73 0 0 0 
11 7.15375 6134.43 1695.11 6701.06 0 0 0 
11 7.15375 6411.47 1680 6569.52 0 0 0 
11 7.15375 6503.04 1686.86 6718.57 0 0 0 
11 7.15375 6737.34 1651.52 5901.28 0 0 0 
11 7.15375 7000.61 1648.15 6032.73 0 0 0 
11 7.15375 7392.48 1640.38 6103.75 0 0 0 
11 7.15375 7255.92 1625.95 5538.65 0 0 0 
11 7.15375 6638.21 1586.97 5290.76 0 0 0 
12 10 6197.31 1521.21 5056.05 0 0 0 
11 7.64875 6805.51 2408.89 13916.6 0 0 0 
10 0.47125 6661.24 2392.24 14638.8 0 0 0 
9 10 8209.65 2203.66 16213.4 0 0 0 
