70
0 0.96625 280.816 1863.08 2338.66 -0.157 -0.157 0 
2 7.75 72.5 1915 -200 0 3.14 0 
1 1.09 -131.437 1871.88 1068.84 0 0 0 
3 4.555 -5765.94 1728.41 -2686.98 0 0 0 
3 4.67875 -5735.92 1741.41 -2948.96 0 0 0 
3 4.555 -5733.93 1749.62 -3230.12 0 0 0 
4 5.545 2494.11 1865.59 1548.78 0 0 0 
4 5.545 2850.26 1850 1635.77 0 0 0 
4 5.545 3206.71 1850 1810.49 0 0 0 
4 5.545 3607.07 1838.43 1991.38 0 0 0 
4 5.545 3999.41 1815.06 2218.99 0 0 0 
4 5.545 4378.44 1807.16 2487.41 0 0 0 
4 5.545 4633.8 1781.62 2191.85 0 0 0 
4 5.545 4311.64 1790 1975.88 0 0 0 
4 5.545 3900.59 1810 1783.45 0 0 0 
4 5.545 3497.07 1825.29 1564.77 0 0 0 
4 5.545 3079.55 1848.05 1369.53 0 0 0 
4 5.545 2737.94 1860 1252.73 0 0 0 
5 5.545 2577.92 1880 380.678 0 0 0 
6 1.70875 3148.03 1860.2 211.336 0 0 0 
7 1.70875 4469.45 1846.95 180.527 0 0 0 
8 1.70875 5448.47 1850 376.878 0 0 0 
9 2.08 6388.03 1964.24 -254.329 0 0 0 
10 2.08 4502.59 1862.57 3975.73 0 0 0 
11 7.15375 6134.43 1784.89 6701.06 0 0 0 
11 7.15375 6411.47 1798.05 6569.52 0 0 0 
11 7.15375 6503.04 1783.14 6718.57 0 0 0 
11 7.15375 6737.34 1850 5901.28 0 0 0 
11 7.15375 7000.61 1841.73 6032.73 0 0 0 
11 7.15375 7392.48 1830 6103.75 0 0 0 
11 7.15375 7255.92 1850 5538.65 0 0 0 
11 7.15375 6638.21 1860 5290.76 0 0 0 
12 10 6197.31 1860 5056.05 0 0 0 
2 10 1687.62 2270 -6787.71 0 0 0 
1 2.8225 2710.13 2233.99 -7642.88 0 0 0 
18 5.17375 -2517.46 1205.98 7090.24 0 0 0 
32 3.565 -4287.66 1850 -4516.87 0 0 0 
32 3.565 -4082.29 1846.77 -2019.73 0 0 0 
32 3.565 -3679.54 1718.86 431.832 0 0 0 
32 3.565 -3631.7 1510 2491.23 0 0 0 
32 3.565 -1244.69 1700.53 3146.77 0 0 0 
32 3.565 1170.26 1870 3342.98 0 0 0 
32 3.565 3067.3 1880 3275.61 0 0 0 
32 3.565 4922.05 1812.79 3063.09 0 0 0 
32 3.565 6478.88 1764.27 3321.56 0 0 0 
32 3.565 8470.05 1760 3098.01 0 0 0 
32 3.565 10279.4 1842.94 3281.75 0 0 0 
32 3.565 11135.9 1900 1427.94 0 0 0 
32 3.565 11641.9 1968.33 -533.328 0 0 0 
32 3.565 10645 2060 -2948.7 0 0 0 
32 3.565 9628.93 2073.78 -3933.22 0 0 0 
32 3.565 8061.48 2120 -4389.24 0 0 0 
32 3.565 5954.27 2130 -4226.31 0 0 0 
32 3.565 5954.27 2130 -4226.31 0 0 0 
32 3.565 3820.22 2180 -4049.21 0 0 0 
32 3.565 2573 2190 -3107.46 0 0 0 
32 3.565 1905.11 2052.68 -1631.91 0 0 0 
32 3.565 1647.04 1920 -29.9571 0 0 0 
32 3.565 1760.38 1900 1357.14 0 0 0 
28 3.565 949.029 2130 -2562.95 0 0 0 
28 3.565 -283.403 2086.71 -3550.5 0 0 0 
28 3.565 481.888 2183.19 -4011.83 0 0 0 
28 3.3175 1689.9 2255.13 -4161.35 0 0 0 
28 3.3175 3190.42 2245.96 -4994 0 0 0 
28 3.3175 3926.02 2202.4 -5246.76 0 0 0 
28 3.3175 5840.85 2139.08 -5043.28 0 0 0 
29 3.3175 4309.1 2154.28 -3592.84 0 0 0 
31 5.2975 -1331.63 2015.18 -11683.4 -0.3925 1.1775 0 
15 10 749.751 1966.6 -816.228 0 3.14 0 
16 6.41125 -892.884 1916.88 -818.767 0 -1.8055 0 
